issue_key,summary,description,issue_type,status,priority,resolution,created,updated,assignee,reporter,components,labels,comments,parent
YARN-111,Application level priority in Resource Manager Schedulers,"We need application level priority for Hadoop 2.0,both in FIFO scheduler and Capacity Scheduler.
In Hadoop 1.0.x,job priority is supported.",Improvement,Resolved,Major,Won't Fix,2012-09-19T11:41:57.750+0000,2014-05-15T05:59:04.408+0000,,Nemon Lou,[],[],9,
YARN-103,Add a yarn AM - RM client module,Add a basic client wrapper library to the AM RM protocol in order to prevent proliferation of code being duplicated everywhere. Provide helper functions to perform reverse mapping of container requests to RM allocation resource request table format.,Sub-task,Closed,Major,Fixed,2012-09-12T17:53:11.035+0000,2013-02-25T06:47:55.102+0000,Bikas Saha,Bikas Saha,[],[],46,YARN-418
YARN-91, DFIP aka 'NodeManager should handle Disk-Failures In Place' ,Moving stuff over from the MAPREDUCE JIRA: MAPREDUCE-3121,Task,Open,Major,,2012-09-08T00:13:31.569+0000,2014-03-04T19:24:08.662+0000,,Vinod Kumar Vavilapalli,['nodemanager'],[],2,
YARN-90,NodeManager should identify failed disks becoming good again,"MAPREDUCE-3121 makes NodeManager identify disk failures. But once a disk goes down, it is marked as failed forever. To reuse that disk (after it becomes good), NodeManager needs restart. This JIRA is to improve NodeManager to reuse good disks(which could be bad some time back).",Sub-task,Closed,Major,Fixed,2011-11-21T11:53:07.187+0000,2015-11-25T04:11:15.001+0000,Varun Vasudev,Ravi Gummadi,['nodemanager'],[],76,YARN-91
YARN-80,Support delay scheduling for node locality in MR2's capacity scheduler,"The capacity scheduler in MR2 doesn't support delay scheduling for achieving node-level locality. So, jobs exhibit poor data locality even if they have good rack locality. Especially on clusters where disk throughput is much better than network capacity, this hurts overall job performance. We should optionally support node-level delay scheduling heuristics similar to what the fair scheduler implements in MR1.",Improvement,Closed,Major,Fixed,2011-10-19T07:15:13.060+0000,2013-11-07T13:29:01.244+0000,Arun Murthy,Todd Lipcon,['capacityscheduler'],[],19,
YARN-78,Change UnmanagedAMLauncher to use YarnClientImpl,YARN-29 added a common client impl to talk to the RM. Use that in the UnmanagedAMLauncher.,Bug,Closed,Major,Fixed,2012-09-03T03:24:02.950+0000,2013-02-15T13:12:04.246+0000,Bikas Saha,Bikas Saha,['applications'],[],21,
YARN-74,nodemanager should cleanup running containers when shutdown,"Currently the nodemanager doesn't cleanup running containers when it gets restarted.  This can cause containers to get lost and stick around forever.  We've seen this happen multiple times when the RM is restarted. When the RM is brought back up, it doesn't know about what was running on the cluster, it tells the NMs to reboot and when the NM reboots it loses what it had running. If there are any containers that are behaving badly there is no one left that knows about them to kill them. 

We should try to kill any running containers when the node manager is shutting down.  We should also check when the nodemanager is being brought back up - but that will be a separate jira.  

This might change a bit when RM restart is implemented if tasks can actually survive across RM/NM being rebooted, but that can be addressed at that point.",Bug,Resolved,Major,Duplicate,2012-05-01T13:34:52.058+0000,2012-08-31T19:59:19.480+0000,,Thomas Graves,['nodemanager'],[],3,
YARN-73,nodemanager should cleanup running containers when it starts,"Currently the nodemanager doesn't cleanup running containers when it gets restarted. This can cause containers to get lost and stick around forever. We've seen this happen multiple times when the RM is restarted. When the RM is brought back up, it doesn't know about what was running on the cluster, it tells the NMs to reboot and when the NM reboots it loses what it had running. If there are any containers that are behaving badly there is no one left that knows about them to kill them.

We should kill any running containers when the nodemanager is being started.  Note that when the NM is being brought up it needs to somehow figure out what containers were running and be sure it doesn't kill anything it shouldn't.
Note, we should also try to kill any running containers when the node manager is shutting down (jira 4213 was filed for this).

This might change a bit when RM restart is implemented if tasks can actually survive across RM/NM being rebooted, but that can be addressed at that point.",Bug,Resolved,Major,Duplicate,2012-05-01T13:39:21.811+0000,2013-05-12T00:11:32.353+0000,,Thomas Graves,['nodemanager'],[],6,
YARN-72,NM should handle cleaning up containers when it shuts down,"Ideally, the NM should wait for a limited amount of time when it gets a shutdown signal for existing containers to complete and kill the containers ( if we pick an aggressive approach ) after this time interval. 

For NMs which come up after an unclean shutdown, the NM should look through its directories for existing container.pids and try and kill an existing containers matching the pids found. ",Bug,Closed,Major,Fixed,2012-02-22T02:10:43.458+0000,2014-08-04T22:22:50.100+0000,Sandy Ryza,Hitesh Shah,['nodemanager'],[],31,
YARN-60,NMs rejects all container tokens after secret key rolls,The NM's token secret manager will reject all container tokens after the secret key is activated which means the NM will not launch _any_ containers including AMs.  The whole yarn cluster becomes inoperable in 1d.,Sub-task,Closed,Blocker,Fixed,2012-08-29T17:45:04.595+0000,2012-10-11T17:48:00.735+0000,Vinod Kumar Vavilapalli,Daryn Sharp,['nodemanager'],[],30,YARN-47
YARN-45,[Preemption] Scheduler feedback to AM to release containers,"The ResourceManager strikes a balance between cluster utilization and strict enforcement of resource invariants in the cluster. Individual allocations of containers must be reclaimed- or reserved- to restore the global invariants when cluster load shifts. In some cases, the ApplicationMaster can respond to fluctuations in resource availability without losing the work already completed by that task (MAPREDUCE-4584). Supplying it with this information would be helpful for overall cluster utilization [1]. To this end, we want to establish a protocol for the RM to ask the AM to release containers.

[1] http://research.yahoo.com/files/yl-2012-003.pdf",Bug,Closed,Major,Fixed,2012-08-25T00:18:56.140+0000,2014-05-13T21:21:25.532+0000,Carlo Curino,Christopher Douglas,['resourcemanager'],[],68,
YARN-41,The RM should handle the graceful shutdown of the NM.,"Instead of waiting for the NM expiry, RM should remove and handle the NM, which is shutdown gracefully.",New Feature,Resolved,Major,Fixed,2011-12-01T10:22:34.879+0000,2019-10-25T20:27:22.875+0000,Devaraj Kavali,Ravi Teja Ch N V,"['nodemanager', 'resourcemanager']",[],79,
YARN-40,Provide support for missing yarn commands,"1. status <app-id>
2. kill <app-id> (Already issue present with Id : MAPREDUCE-3793)
3. list-apps [all]
4. nodes-report",Bug,Closed,Major,Fixed,2012-04-16T09:42:58.177+0000,2013-02-15T13:12:30.620+0000,Devaraj Kavali,Devaraj Kavali,['client'],[],39,
YARN-39,RM-NM secret-keys should be randomly generated and rolled every so often," - RM should generate the master-key randomly
 - The master-key should roll every so often
 - NM should remember old expired keys so that already doled out container-requests can be satisfied.",Sub-task,Closed,Critical,Fixed,2012-02-29T21:59:02.691+0000,2012-10-11T17:48:01.807+0000,Vinod Kumar Vavilapalli,Vinod Kumar Vavilapalli,[],[],46,YARN-47
YARN-34,Split/Cleanup YARN and MAPREDUCE documentation,"Post YARN-1, we need to have clear separation between YARN and mapreduce. We need to have separate sections on site and docs - we already have separate documents.",Improvement,Open,Major,,2012-08-20T22:06:22.398+0000,2013-07-03T23:06:39.464+0000,Vinod Kumar Vavilapalli,Vinod Kumar Vavilapalli,['documentation'],[],0,
YARN-29,Add a yarn-client module,"I see that we are duplicating (some) code for talking to RM via client API. In this light, a yarn-client module will be useful so that clients of all frameworks can use/extend it.

And that same module can be the destination for all the YARN's command line tools.",Sub-task,Closed,Major,Fixed,2012-06-08T22:58:35.378+0000,2017-08-24T21:20:17.482+0000,Vinod Kumar Vavilapalli,Vinod Kumar Vavilapalli,['client'],[],23,YARN-418
YARN-19,4-layer topology (with NodeGroup layer) implementation of Container Assignment and Task Scheduling (for YARN),"There are several classes in YARN’s container assignment and task scheduling algorithms that related to data locality which were updated to give preference to running a container on the same nodegroup. This section summarized the changes in the patch that provides a new implementation to support a four-layer hierarchy.
When the ApplicationMaster makes a resource allocation request to the scheduler of ResourceManager, it will add the node group to the list of attributes in the ResourceRequest. The parameters of the resource request will change from <priority, (host, rack, *), memory, #containers> to <priority, (host, nodegroup, rack, *), memory, #containers>.
After receiving the ResoureRequest the RM scheduler will assign containers for requests in the sequence of data-local, nodegroup-local, rack-local and off-switch.Then, ApplicationMaster schedules tasks on allocated containers in sequence of data- local, nodegroup-local, rack-local and off-switch.
In terms of code changes made to YARN task scheduling, we updated the class ContainerRequestEvent so that applications can requests for containers can include anodegroup. In RM schedulers, FifoScheduler and CapacityScheduler were updated. For the FifoScheduler, the changes were in the method assignContainers. For the Capacity Scheduler the method assignContainersOnNode in the class of LeafQueue was updated. In both changes a new method, assignNodeGroupLocalContainers() was added in between the assignment data-local and rack-local.",New Feature,Open,Major,,2012-06-04T06:21:35.185+0000,2015-06-04T05:56:24.677+0000,Junping Du,Junping Du,[],[],11,
YARN-18,Configurable Hierarchical Topology for YARN,"Per discussion in the design lounge of Hadoop Summit 2013, we agreed to change the design of “Pluggable topologies with NodeGroup for YARN” to support a configurable hierarchical topology that makes adding additional locality layers simple. Please refer attached doc HierachicalTopologyForYARNr1.pdf for details.",New Feature,Open,Major,,2012-06-04T06:06:02.169+0000,2019-10-25T20:26:30.494+0000,Junping Du,Junping Du,[],['features'],96,
YARN-3,Add support for CPU isolation/monitoring of containers,,Sub-task,Closed,Major,Fixed,2012-06-11T16:58:15.295+0000,2013-02-15T13:12:40.252+0000,Andrew Ferguson,Arun Murthy,[],[],84,YARN-2
YARN-1,Move YARN out of hadoop-mapreduce,Move YARN out of hadoop-mapreduce-project into hadoop-yarn-project in hadoop trunk,Task,Closed,Major,Fixed,2012-08-06T15:32:48.421+0000,2012-10-11T17:48:01.423+0000,Arun Murthy,Arun Murthy,[],[],7,
YARN-530,"Define Service model strictly, implement AbstractService for robust subclassing, migrate yarn-common services","# Extend the YARN {{Service}} interface as discussed in YARN-117
# Implement the changes in {{AbstractService}} and {{FilterService}}.
# Migrate all services in yarn-common to the more robust service model, test.

",Sub-task,Closed,Major,Fixed,2013-04-02T17:41:42.708+0000,2022-01-17T19:51:12.384+0000,Steve Loughran,Steve Loughran,[],[],57,YARN-117
YARN-221,NM should provide a way for AM to tell it not to aggregate logs.,"The NodeManager should provide a way for an AM to tell it that either the logs should not be aggregated, that they should be aggregated with a high priority, or that they should be aggregated but with a lower priority.  The AM should be able to do this in the ContainerLaunch context to provide a default value, but should also be able to update the value when the container is released.

This would allow for the NM to not aggregate logs in some cases, and avoid connection to the NN at all.",Sub-task,Resolved,Major,Fixed,2012-11-16T18:45:49.470+0000,2022-07-07T11:42:19.641+0000,Ming Ma,Robert Joseph Evans,"['log-aggregation', 'nodemanager']",[],73,YARN-431
YARN-3657,Federation maintenance mechanisms (simple CLI and command propagation),"The maintenance mechanisms provided by the RM are not sufficient in a federated environment. In this JIRA we track few extensions 
(more to come later) to allow basic maintenance mechanisms (and command propagation) for the federated components.",Sub-task,Resolved,Major,Fixed,2015-05-16T00:34:56.953+0000,2023-02-15T14:16:17.316+0000,Shilun Fan,Carlo Curino,"['nodemanager', 'resourcemanager']",['pull-request-available'],6,YARN-5597
YARN-3658,"Federation ""Capacity Allocation"" across sub-cluster",This JIRA will track mechanisms to map federation level capacity allocations to sub-cluster level ones. (Possibly via reservation mechanisms).,Sub-task,In Progress,Major,,2015-05-16T00:35:34.260+0000,2023-08-24T11:43:58.550+0000,Jiandan Yang ,Carlo Curino,"['nodemanager', 'resourcemanager']",[],2,YARN-7402
YARN-4858,start-yarn and stop-yarn scripts to support timeline and sharedcachemanager,"The start-yarn and stop-yarn scripts don't have any (even commented out) support for the  timeline and sharedcachemanager

Proposed:
* bash and cmd start-yarn scripts have commented out start actions
* stop-yarn scripts stop the servers.",Improvement,Patch Available,Minor,,2016-03-23T14:26:05.583+0000,2022-05-24T08:04:22.345+0000,Steve Loughran,Steve Loughran,['scripts'],['oct16-easy'],14,
YARN-6667,Handle containerId duplicate without failing the heartbeat in Federation Interceptor,"From the actual situation, the probability of this happening is very low. 
It can only be caused by the master-slave fail-hover of YARN and the wrong Epoch parameter configuration.

We will try to be compatible with this situation and let the Application run as much as possible, using the following measures:
1. Select a node whose heartbeat does not time out for allocation, and at the same time require the node to be in the RUNNING state.
2. If the heartbeat of both RMs does not time out, and both are in the RUNNING state, select the previously allocated RM for Container processing.",Sub-task,Resolved,Minor,Fixed,2017-05-30T21:00:31.649+0000,2024-02-12T06:46:27.698+0000,Shilun Fan,Botong Huang,"['federation', 'router']",['pull-request-available'],23,YARN-5597
YARN-6476,Advanced Federation UI based on YARN UI v2,Extension of YARN-3661 based on new YARN UI YARN-3368.,Sub-task,Resolved,Major,Fixed,2017-04-12T20:23:50.861+0000,2024-01-25T15:53:22.959+0000,Shilun Fan,Carlo Curino,"['yarn', 'yarn-ui-v2']",['pull-request-available'],10,YARN-5597
YARN-5764,NUMA awareness support for launching containers,"The purpose of this feature is to improve Hadoop performance by minimizing costly remote memory accesses on non SMP systems. Yarn containers, on launch, will be pinned to a specific NUMA node and all subsequent memory allocations will be served by the same node, reducing remote memory accesses. The current default behavior is to spread memory across all NUMA nodes.",New Feature,Resolved,Major,Fixed,2016-10-20T22:52:05.806+0000,2022-07-12T16:52:00.081+0000,Devaraj Kavali,Olasoji,"['nodemanager', 'yarn']",[],59,
YARN-6483,Add nodes transitioning to DECOMMISSIONING state to the list of updated nodes returned to the AM,"The DECOMMISSIONING node state is currently used as part of the graceful decommissioning mechanism to give time for tasks to complete in a node that is scheduled for decommission, and for reducer tasks to read the shuffle blocks in that node. Also, YARN effectively blacklists nodes in DECOMMISSIONING state by assigning them a capacity of 0, to prevent additional containers to be launched in those nodes, so no more shuffle blocks are written to the node. This blacklisting is not effective for applications like Spark, because a Spark executor running in a YARN container will keep receiving more tasks after the corresponding node has been blacklisted at the YARN level. We would like to propose a modification of the YARN heartbeat mechanism so nodes transitioning to DECOMMISSIONING are added to the list of updated nodes returned by the Resource Manager as a response to the Application Master heartbeat. This way a Spark application master would be able to blacklist a DECOMMISSIONING at the Spark level.",Improvement,Resolved,Major,Fixed,2017-04-14T17:35:44.319+0000,2022-05-13T16:22:02.519+0000,Juan Rodríguez Hortalá,Juan Rodríguez Hortalá,['resourcemanager'],[],44,
YARN-5864,YARN Capacity Scheduler - Queue Priorities,"Currently, Capacity Scheduler at every parent-queue level uses relative used-capacities of the child queues to decide which queue can get next available resource first.

For example,
 - Q1 & Q2 are child queues under queueA
 - Q1 has 20% of configured capacity, 5% of used-capacity and
 - Q2 has 80% of configured capacity, 8% of used-capacity.

In the situation, the relative used-capacities are calculated as below
 - Relative used-capacity of Q1 is 5/20 = 0.25
 - Relative used-capacity of Q2 is 8/80 = 0.10

In the above example, per today’s Capacity Scheduler’s algorithm, Q2 is selected by the scheduler first to receive next available resource.

Simply ordering queues according to relative used-capacities sometimes causes some troubles because scarce resources could be assigned to less-important apps first.
 # Latency sensitivity: This can be a problem with latency sensitive applications where waiting till the ‘other’ queue gets full is not going to cut it. The delay in scheduling directly reflects in the response times of these applications.
 # Resource fragmentation for large-container apps: Today’s algorithm also causes issues with applications that need very large containers. It is possible that existing queues are all within their resource guarantees but their current allocation distribution on each node may be such that an application which needs large container simply cannot fit on those nodes.
Services:
 # The above problem (2) gets worse with long running applications. With short running apps, previous containers may eventually finish and make enough space for the apps with large containers. But with long running services in the cluster, the large containers’ application may never get resources on any nodes even if its demands are not yet met.
 # Long running services are sometimes more picky w.r.t placement than normal batch apps. For example, for a long running service in a separate queue (say queue=service), during peak hours it may want to launch instances on 50% of the cluster nodes. On each node, it may want to launch a large container, say 200G memory per container.",New Feature,Resolved,Major,Fixed,2016-11-10T01:11:21.507+0000,2022-02-08T08:08:15.055+0000,Wangda Tan,Wangda Tan,[],[],41,
YARN-5871,[RESERVATION] Add support for reservation-based routing.,"Adding policies that can route reservations, and that then route applications to where the reservation have been placed.",New Feature,Patch Available,Major,,2016-11-12T02:05:25.107+0000,2022-08-19T06:14:42.112+0000,Shilun Fan,Carlo Curino,"['nodemanager', 'resourcemanager']","['federation', 'pull-request-available', 'reservation']",11,
YARN-6740,Federation Router (hiding multiple RMs for ApplicationClientProtocol) phase 2,"This JIRA tracks the implementation of the layer for routing ApplicaitonClientProtocol requests to the appropriate RM(s) in a federated YARN cluster.
Under the YARN-3659 we only implemented getNewApplication, submitApplication, forceKillApplication and getApplicationReport to execute applications E2E.",Sub-task,Resolved,Major,Fixed,2017-06-23T23:01:17.941+0000,2024-01-23T01:53:11.069+0000,Shilun Fan,Giovanni Matteo Fumarola,"['federation', 'router']",[],7,YARN-5597
YARN-7402,Federation V2: Global Optimizations,"YARN Federation today requires manual configuration of queues within each sub-cluster, and each RM operates ""in isolation"". This has few issues:
# Preemption is computed locally (and might far exceed the global need)
# Jobs within a queue are forced to consume their resources ""evenly"" based on queue mapping

This umbrella JIRA tracks a new feature that leverages the FederationStateStore as a synchronization mechanism among RMs, and allows for allocation and preemption decisions to be based on a (close to up-to-date) global view of the cluster allocation and demand. The JIRA also tracks algorithms to automatically generate policies for Router and AMRMProxy to shape the traffic to each sub-cluster, and general ""maintenance"" of the FederationStateStore.
",New Feature,Open,Major,,2017-10-27T00:06:24.582+0000,2023-10-28T02:19:44.155+0000,Carlo Curino,Carlo Curino,['federation'],['pull-request-available'],19,
YARN-7403,"[GQ] Compute global and local ""IdealAllocation""","This JIRA tracks algorithmic effort to combine the local queue views of capacity guarantee/use/demand and compute the global ideal allocation, and the respective local allocations. This will inform the RMs in each sub-clusters on how to allocate more containers to each queues (allowing for temporary over/under allocations that are locally excessive, but globally correct).",Sub-task,Patch Available,Major,,2017-10-27T00:09:26.467+0000,2022-09-25T09:40:56.035+0000,Carlo Curino,Carlo Curino,['federation'],[],13,YARN-7402
YARN-8234,Improve RM system metrics publisher's performance by pushing events to timeline server in batch,"When system metrics publisher is enabled, RM will push events to timeline server via restful api. If the cluster load is heavy, many events are sent to timeline server and the timeline server's event handler thread locked. YARN-7266 talked about the detail of this problem. Because of the lock, timeline server can't receive event as fast as it generated in RM and lots of timeline event stays in RM's memory. Finally, those events will consume all RM's memory and RM will start a full gc (which cause an JVM stop-world and cause a timeout from rm to zookeeper) or even get an OOM. 

The main problem here is that timeline can't receive timeline server's event as fast as it generated. Now, RM system metrics publisher put only one event in a request, and most time costs on handling http header or some thing about the net connection on timeline side. Only few time is spent on dealing with the timeline event which is truly valuable.

In this issue, we add a buffer in system metrics publisher and let publisher send events to timeline server in batch via one request. When sets the batch size to 1000, in out experiment the speed of the timeline server receives events has 100x improvement. We have implement this function int our product environment which accepts 20000 app's in one hour and it works fine.",Improvement,Resolved,Critical,Fixed,2018-04-28T08:24:17.228+0000,2022-01-04T22:41:48.435+0000,Ashutosh Gupta,Hu Ziqian,"['resourcemanager', 'timelineserver']",['pull-request-available'],29,
YARN-8118,Better utilize gracefully decommissioning node managers,"Proposal design doc with background + details (please comment directly on doc): [https://docs.google.com/document/d/1hF2Bod_m7rPgSXlunbWGn1cYi3-L61KvQhPlY9Jk9Hk/edit#heading=h.ab4ufqsj47b7]

tl;dr Right now, DECOMMISSIONING nodes must wait for in-progress applications to complete before shutting down, but they cannot run new containers from those in-progress applications. This is wasteful, particularly in environments where you are billed by resource usage (e.g. EC2).

Proposal: YARN should schedule containers from in-progress applications on DECOMMISSIONING nodes, but should still avoid scheduling containers from new applications. That will make in-progress applications complete faster and let nodes decommission faster. Overall, this should be cheaper.

I have a working patch without unit tests that's surprisingly just a few real lines of code (patch 001). If folks are happy with the proposal, I'll write unit tests and also write a patch targeted at trunk.",Sub-task,Open,Major,,2018-04-04T23:11:31.874+0000,2022-05-24T08:03:43.651+0000,Karthik Palaniappan,Karthik Palaniappan,['yarn'],[],8,YARN-914
YARN-7834,[GQ] Rebalance queue configuration for load-balancing and locality affinities,"This Jira tracks algorithmic work, which will run in the GPG and will rebalance the mapping of queues to sub-clusters. The current design supports both balancing the ""load"" across sub-clusters (proportionally to their size) and as a second objective to maximize the affinity between queues and the sub-clusters where they historically have most demand.",Sub-task,Patch Available,Major,,2018-01-26T23:42:45.299+0000,2022-09-25T09:41:32.919+0000,Carlo Curino,Carlo Curino,[],[],5,YARN-7402
YARN-7898,[FederationStateStore] Create a proxy chain for FederationStateStore API in the Router,"As detailed in the proposal in the umbrella JIRA, we are introducing a new component that routes client request to appropriate FederationStateStore. This JIRA tracks the creation of a proxy for FederationStateStore in the Router.",Sub-task,Patch Available,Major,,2018-02-06T21:58:28.794+0000,2025-11-18T00:23:44.800+0000,Shilun Fan,Giovanni Matteo Fumarola,[],['pull-request-available'],24,YARN-7402
YARN-7899,[AMRMProxy] Stateful FederationInterceptor for pending requests,"Today FederationInterceptor (in AMRMProxy for YARN Federation) is stateless in terms of pending (outstanding) requests. Whenever AM issues new requests, FI simply splits and sends them to sub-cluster YarnRMs and forget about them. This JIRA attempts to make FI stateful so that it remembers the pending requests in all relevant sub-clusters. This has two major benefits: 

1. It is a prerequisite for FI to be able to cancel pending request in one sub-cluster and re-send it to other sub-clusters. This is needed for load balancing and to fully comply with the relax locality fallback to ANY semantic. When we send a request to one sub-cluster, we have effectively restrained the allocation for this request to be within this sub-cluster rather than everywhere. If the cluster capacity in this sub-cluster for this app is full or this YarnRM is overloaded and slow, the request will be stuck there for a long time even if there is free capacity in other sub-clusters. We need FI to remember and adjust the pending requests on the fly. 

2. This makes pending request recovery easier when YarnRM fails over. Today whenever one sub-cluster RM fails over, in order to recover lost pending requests for this sub-cluster, 
we have to propagate the ApplicationMasterNotRegisteredException from the YarnRM back to AM, triggering a full pending resend from AM. This contains pending for not only the failing-over sub-cluster, but everyone. Since our split-merge (AMRMProxyPolicy) does not guarantee idempotency, the same request we sent to sub-cluster-1 earlier might be resent to sub-cluster-2. If both these YarnRMs have not failed over, they will both allocate for this request, leading to over-allocation. Also, these full pending resends also puts unnecessary load on every YarnRM in the cluster everytime one YarnRM fails over. With stateful FederationInterceptor, since we remember pending requests we have sent out earlier, we can shield the ApplicationMasterNotRegisteredException for AM and resend the pending only to the failed over YarnRM. This eliminates over-allocation and minimizes the recovery overhead. ",Sub-task,Resolved,Major,Fixed,2018-02-06T22:43:12.812+0000,2022-12-28T01:52:33.467+0000,Botong Huang,Botong Huang,[],"['amrmproxy', 'federation']",11,YARN-7402
YARN-8972,[Router] Add support to prevent DoS attack over ApplicationSubmissionContext size,"This jira tracks the effort to add a new interceptor in the Router to prevent user to submit applications with oversized ASC.
This avoid YARN cluster to failover.",Sub-task,Resolved,Major,Fixed,2018-11-05T19:52:08.158+0000,2024-02-12T06:48:23.675+0000,Shilun Fan,Giovanni Matteo Fumarola,"['federation', 'router']",['pull-request-available'],59,YARN-5597
YARN-9075,Dynamically add or remove auxiliary services,"It would be useful to support adding, removing, or updating auxiliary services without requiring a restart of NMs.",Sub-task,Resolved,Major,Fixed,2018-11-30T20:14:44.889+0000,2022-01-21T16:46:34.989+0000,Billie Rinaldi,Billie Rinaldi,['nodemanager'],[],19,YARN-9145
YARN-9342,Moving log4j1 to log4j2 in hadoop-yarn,"1. Log4j2 Asynchronous Logging will give significant improvement in the performance.

2. Log4j2 does not have below locking issue which Log4j1 has.

{code}
""Thread-16"" #40 daemon prio=5 os_prio=0 tid=0x00007f181f9bb800 nid=0x125 waiting for monitor entry [0x00007ef163bab000]
   java.lang.Thread.State: BLOCKED (on object monitor)
	at org.apache.log4j.Category.callAppenders(Category.java:204)
	- locked <0x00007ef2d803e2b8> (a org.apache.log4j.spi.RootLogger)
	at org.apache.log4j.Category.forcedLog(Category.java:391)
	at org.apache.log4j.Category.log(Category.java:856)
	at org.apache.commons.logging.impl.Log4JLogger.info(Log4JLogger.java:176)
{code}

https://bz.apache.org/bugzilla/show_bug.cgi?id=57714",Improvement,Open,Major,,2019-03-04T05:08:40.757+0000,2022-07-06T21:06:47.263+0000,Prabhu Joseph,Prabhu Joseph,[],[],4,
YARN-9869,Create scheduling policy to auto-adjust queue elasticity based on cluster demand,Currently LinkedIn has a policy to auto-adjust queue elasticity based on real-time queue demand. We've been running this policy in production for a long time and it has helped improve overall cluster utilization.,New Feature,Open,Major,,2019-09-30T22:55:43.669+0000,2022-05-24T07:44:36.591+0000,,Jonathan Hung,[],[],4,
YARN-9608,DecommissioningNodesWatcher should get lists of running applications on node from RMNode.,"At present, DecommissioningNodesWatcher tracks list of running applications and triggers decommission of nodes when all the applications that ran on the node completes. This Jira proposes to solve following problem:
 # DecommissioningNodesWatcher skips tracking application containers on a particular node before the node is in DECOMMISSIONING state. It only tracks containers once the node is in DECOMMISSIONING state. This can lead to shuffle data loss of apps whose containers ran on this node before it was moved to decommissioning state.
 # It is keeping track of running apps. We can leverage this directly from RMNode.",Sub-task,Resolved,Major,Fixed,2019-06-06T11:58:22.110+0000,2023-05-26T05:59:27.922+0000,Abhishek Modi,Abhishek Modi,[],[],20,YARN-914
YARN-8873,[YARN-8811] Add CSI java-based client library,"Build a java-based client to talk to CSI drivers, through CSI gRPC services.",Sub-task,Resolved,Major,Fixed,2018-10-12T13:51:10.445+0000,2022-02-14T16:15:33.283+0000,Weiwei Yang,Weiwei Yang,[],['CSI'],25,YARN-8811
YARN-8900,[Router] Federation: routing getContainers REST invocations transparently to multiple RMs,This JIRA tracks the design/implementation of the layer for routing RMWebServicesProtocol requests to the appropriate RM(s) in a federated YARN cluster.,Sub-task,Resolved,Major,Fixed,2018-10-17T20:44:09.133+0000,2023-01-20T01:29:26.003+0000,Shilun Fan,Giovanni Matteo Fumarola,"['federation', 'router']",['pull-request-available'],32,YARN-5597
YARN-9834,Allow using a pool of local users to run Yarn Secure Container in secure mode,"Yarn Secure Container allows separation of different user's local files and container processes running on the same node manager. This depends on an out of band service such as SSSD/Winbind to sync all domain users to local machine that runs Yarn node manager. *Hadoop code only works with local users*.

Winbind/SSSD user sync has lots of overhead, especially for large corporations. Also if running Yarn node manager inside Kubernetes cluster (meaning node managers running inside Docker container), it doesn't make sense for each Docker container to domain join with Active Directory and sync a whole copy of domain users to the Docker container.

We need an optional light-weighted approach to enable Yarn Secure Container in secure mode, as an alternative to AD domain join and SSSD/Winbind based user-sync service.

Today, class LinuxContainerExecutor already supports running Yarn container process as one designated local user in non-secure mode.
*We can add new configurations to Yarn, such that with LinuxContainerExecutor we can pre-create a pool of local users on each Yarn node manager. At runtime, Yarn node manager allocates a local user to run the container process, for the domain user that submits the application*. When all containers of that user are finished and all files belonging to that user are deleted, we can release the allocation and allow other users to use the same local user to run their Yarn containers.

Please look at attached design doc for more details.

 ",Bug,Open,Major,,2019-09-14T02:20:18.741+0000,2025-12-20T00:23:38.616+0000,shanyu zhao,shanyu zhao,['nodemanager'],['pull-request-available'],21,
YARN-9708,Yarn Router Support DelegationToken,"1.we use router as proxy to manage multiple cluster which be independent of each other in order to apply unified client. Thus, we implement our customized AMRMProxyPolicy that doesn't broadcast ResourceRequest to other cluster.

2.Our production environment need kerberos. But router doesn't support SecureLogin for now.
https://issues.apache.org/jira/browse/YARN-6539 desn't work. So we improvement it.

3.Some framework like oozie would get Token via yarnclient#getDelegationToken which router doesn't support. Our solution is that adding homeCluster to ApplicationSubmissionContextProto & GetDelegationTokenRequestProto. Job would be submitted with specified clusterid so that router knows which cluster to submit this job. Router would get Token from one RM according to specified clusterid when client call getDelegation meanwhile apply some mechanism to save this token in memory.

 ",New Feature,Patch Available,Major,,2019-07-26T09:18:52.023+0000,2026-02-12T22:20:47.697+0000,Shilun Fan,Xie YiFan,['router'],['pull-request-available'],72,
YARN-10174,Add colored policies to enable manual load balancing across sub clusters,Add colored policies to enable manual load balancing across sub clusters,Sub-task,Open,Major,,2020-02-28T00:28:54.248+0000,2025-10-11T00:21:05.235+0000,Chenyu Zheng,Young Chen,[],['pull-request-available'],17,YARN-7402
YARN-10775,"Federation: YARN running app web can't be unable to connect, because AppMaster can't redirect to the right address. ","I setup a yarn federation cluster, I can't connect the running app web, but the completed and accepted app's web works.

So I think need two step: 

(a) make proxy server support federation.

(b) make router support proxy server.

Though it is a not difficult problem, but not easy to describe the problem. So I submit a document YARN-10775-design-doc.001.pdf to explain this.

 

If standalone proxyserver is enable, after step (a), the problem is solved.

If standalone proxyserver is disable, after step (a) and (b), we use router as web proxy server, so we hide the cluster info for client, I think it is reasonable.",Bug,Open,Major,,2021-05-18T10:04:29.400+0000,2022-07-14T20:30:58.291+0000,Chenyu Zheng,Chenyu Zheng,[],[],15,
