issue_key,issue_type,comments,description_length,lda_baseline_topic,lda_ontology_topic,bertopic_topic,dd_existence,dd_property,dd_executive
YARN-530,Sub-task,33,29,2,4,6,True,False,False
YARN-221,Sub-task,46,38,2,2,5,True,True,False
YARN-3657,Sub-task,1,26,2,0,3,True,True,False
YARN-3658,Sub-task,2,21,1,2,3,True,False,False
YARN-4858,Improvement,8,30,2,4,4,True,False,False
YARN-6667,Sub-task,1,51,0,1,-1,True,True,False
YARN-6476,Sub-task,2,12,1,4,-1,True,False,False
YARN-5764,New Feature,44,42,1,0,0,True,True,False
YARN-6483,Improvement,25,92,0,1,-1,True,False,False
YARN-5864,New Feature,31,183,0,2,0,True,False,False
YARN-5871,New Feature,6,13,1,4,8,True,False,False
YARN-6740,Sub-task,7,22,2,4,3,True,False,False
YARN-7402,New Feature,8,68,1,2,3,True,True,False
YARN-7403,Sub-task,8,36,0,2,0,True,False,False
YARN-8234,Improvement,17,136,2,3,1,True,False,False
YARN-8118,Sub-task,8,78,1,2,-1,False,True,False
YARN-7834,Sub-task,3,37,1,2,0,True,True,False
YARN-7898,Sub-task,9,22,2,4,3,True,False,False
YARN-7899,Sub-task,6,177,1,2,-1,True,True,False
YARN-8972,Sub-task,14,21,2,3,3,True,False,False
YARN-9075,Sub-task,13,15,2,4,-1,False,True,False
YARN-9342,Improvement,4,17,2,2,5,False,True,True
YARN-9869,New Feature,4,30,1,2,0,False,True,False
YARN-9608,Sub-task,16,56,0,1,-1,True,False,False
YARN-8873,Sub-task,16,15,1,0,-1,True,False,True
YARN-8900,Sub-task,8,20,2,1,3,True,False,False
YARN-9834,Bug,19,161,1,1,2,True,True,False
YARN-9708,New Feature,6,64,2,4,3,True,True,False
YARN-10174,Sub-task,8,18,1,2,3,True,False,False
YARN-10775,Bug,15,63,2,4,3,True,False,False
YARN-10306,Sub-task,0,72,2,4,5,True,False,False
YARN-10538,Improvement,6,42,0,1,-1,True,False,False
YARN-10547,Improvement,14,40,1,2,-1,True,False,False
YARN-10559,Improvement,18,54,1,2,0,True,True,False
YARN-10638,Sub-task,1,51,0,4,0,True,False,False
YARN-10444,Improvement,4,74,1,2,2,True,False,False
YARN-10680,Bug,2,17,0,2,-1,True,False,False
YARN-10886,Sub-task,0,51,0,2,0,True,False,False
YARN-10888,Improvement,0,53,1,2,0,True,False,False
YARN-11057,Improvement,0,87,1,2,-1,False,True,False
YARN-10965,Sub-task,1,27,1,2,0,True,False,False
YARN-11034,Sub-task,1,19,1,2,0,True,False,False
YARN-11015,Sub-task,1,165,0,1,0,True,False,False
YARN-11066,Bug,2,69,0,4,0,True,False,False
YARN-11104,Improvement,1,30,1,2,0,True,False,False
YARN-11090,Sub-task,1,11,2,3,3,True,False,False
YARN-11095,Improvement,0,63,1,2,0,True,True,False
YARN-11096,Sub-task,4,21,1,2,-1,True,False,False
YARN-11092,Bug,8,32,2,3,4,False,True,True
YARN-11084,New Feature,0,43,0,4,8,True,False,False
YARN-11087,Bug,2,81,0,4,8,True,False,False
YARN-11110,Improvement,2,30,1,2,-1,True,True,False
YARN-11199,Improvement,2,43,1,3,-1,False,True,True
YARN-11276,Improvement,0,18,1,2,-1,False,True,False
YARN-11188,Bug,0,798,2,3,5,True,False,False
YARN-11252,Sub-task,0,9,2,4,3,True,False,False
YARN-11122,Sub-task,2,88,1,2,-1,True,True,False
YARN-11126,Bug,6,80,2,3,-1,False,True,False
YARN-11134,Sub-task,0,20,1,0,8,True,False,False
YARN-11140,Sub-task,0,21,2,4,8,True,False,False
YARN-11152,Bug,0,89,0,2,0,True,False,False
YARN-11327,Sub-task,0,63,2,4,3,True,False,False
YARN-11331,Bug,4,101,2,3,-1,False,True,True
YARN-11332,Sub-task,0,41,0,2,0,True,False,False
YARN-11411,New Feature,0,141,1,2,0,True,True,False
YARN-11412,Sub-task,0,76,1,2,0,True,True,False
YARN-11333,Improvement,0,15,2,4,3,True,False,False
YARN-11335,New Feature,0,61,2,4,-1,True,False,True
YARN-11340,Sub-task,0,39,0,2,0,False,True,False
YARN-11300,Improvement,0,42,2,2,0,True,False,False
YARN-11423,Improvement,0,25,2,4,3,True,False,False
YARN-11425,Improvement,0,30,2,4,3,True,False,False
YARN-11309,Bug,1,84,2,3,-1,False,True,False
YARN-11315,Sub-task,0,24,2,4,3,True,False,False
YARN-11345,Sub-task,0,7,2,4,3,True,False,False
YARN-11391,New Feature,0,67,1,4,-1,True,False,False
YARN-11303,Improvement,2,17,2,3,-1,False,True,True
YARN-11351,Improvement,1,46,2,4,3,True,False,False
YARN-11352,New Feature,2,31,1,2,0,True,False,False
YARN-11354,Sub-task,0,15,2,4,3,True,False,False
YARN-11355,Bug,3,48,0,1,4,True,False,False
YARN-11356,Improvement,1,37,2,3,-1,False,True,True
YARN-11358,Sub-task,0,44,2,3,3,True,False,False
YARN-11401,Improvement,1,46,0,2,-1,True,False,False
YARN-11361,Improvement,1,26,2,3,-1,False,True,True
YARN-11448,Sub-task,2,155,2,3,-1,True,True,False
YARN-11440,Sub-task,0,10,0,4,0,True,False,False
